doses_admin_daily,7_day_avg,date
0.0,0.0,2020-12-10
0.0,0.0,2020-12-11
0.0,0.0,2020-12-12
0.0,0.0,2020-12-13
0.0,0.0,2020-12-14
0.0,0.0,2020-12-15
0.0,0.0,2020-12-16
0.0,3117.1428571428573,2020-12-17
0.0,5437.285714285715,2020-12-18
0.0,8063.428571428572,2020-12-19
21820.0,11397.142857142857,2020-12-20
16241.0,15618.142857142857,2020-12-21
18383.0,17460.571428571428,2020-12-22
23336.0,18223.0,2020-12-23
29547.0,16248.57142857143,2020-12-24
12897.0,14962.857142857143,2020-12-25
5337.0,14724.142857142857,2020-12-26
7999.0,17356.571428571428,2020-12-27
7241.0,24143.0,2020-12-28
16712.0,30572.0,2020-12-29
41763.0,33386.71428571428,2020-12-30
77052.0,33900.42857142857,2020-12-31
57900.0,38174.71428571428,2021-01-01
25040.0,39400.28571428572,2021-01-02
11595.0,39511.71428571428,2021-01-03
37161.0,36999.57142857143,2021-01-04
25291.0,39095.857142857145,2021-01-05
42543.0,47872.0,2021-01-06
59467.0,53610.57142857143,2021-01-07
72574.0,55470.28571428572,2021-01-08
86473.0,60470.142857142855,2021-01-09
51765.0,63882.0,2021-01-10
50179.0,68571.28571428571,2021-01-11
60290.0,71125.71428571429,2021-01-12
66426.0,71456.57142857143,2021-01-13
92292.0,74926.28571428571,2021-01-14
90455.0,72165.71428571429,2021-01-15
88789.0,63552.857142857145,2021-01-16
76053.0,61351.0,2021-01-17
30855.0,68396.71428571429,2021-01-18
0.0,55474.57142857143,2021-01-19
51013.0,57148.42857142857,2021-01-20
141612.0,57387.0,2021-01-21
0.0,58045.28571428572,2021-01-22
100506.0,63843.71428571428,2021-01-23
77723.0,72845.71428571429,2021-01-24
35463.0,60459.28571428572,2021-01-25
40589.0,79524.85714285714,2021-01-26
114027.0,81336.42857142857,2021-01-27
54907.0,87488.42857142857,2021-01-28
133459.0,92191.85714285714,2021-01-29
113187.0,98861.57142857143,2021-01-30
120787.0,93786.85714285714,2021-01-31
68387.0,104199.0,2021-02-01
87277.0,106913.85714285714,2021-02-02
78504.0,108659.71428571429,2021-02-03
127792.0,116714.28571428571,2021-02-04
152463.0,126759.28571428571,2021-02-05
125408.0,125066.0,2021-02-06
177169.0,130153.71428571429,2021-02-07
138702.0,130817.42857142857,2021-02-08
75424.0,129014.42857142857,2021-02-09
114118.0,134687.7142857143,2021-02-10
132438.0,128578.57142857143,2021-02-11
139842.0,126729.85714285714,2021-02-12
165121.0,119105.0,2021-02-13
134405.0,117171.85714285714,2021-02-14
125761.0,106240.42857142857,2021-02-15
22050.0,89323.71428571429,2021-02-16
100586.0,95577.28571428571,2021-02-17
55918.0,86673.0,2021-02-18
21425.0,77160.14285714286,2021-02-19
208896.0,92069.85714285714,2021-02-20
72075.0,77700.42857142857,2021-02-21
59171.0,87379.85714285714,2021-02-22
126418.0,110504.42857142857,2021-02-23
0.0,104350.71428571429,2021-02-24
123674.0,111466.28571428571,2021-02-25
183297.0,127534.85714285714,2021-02-26
165820.0,110315.71428571429,2021-02-27
121884.0,165191.85714285713,2021-02-28
171651.0,181084.2857142857,2021-03-01
5884.0,181691.0,2021-03-02
384133.0,188299.7142857143,2021-03-03
234921.0,204902.0,2021-03-04
187544.0,214984.85714285713,2021-03-05
212081.0,214144.2857142857,2021-03-06
238100.0,191891.0,2021-03-07
242231.0,191157.85714285713,2021-03-08
