doses_admin_daily,7_day_avg,date
0.0,0.0,2020-12-10
0.0,0.0,2020-12-11
0.0,0.0,2020-12-12
0.0,0.0,2020-12-13
0.0,0.0,2020-12-14
0.0,89.0,2020-12-15
0.0,283.57142857142856,2020-12-16
0.0,465.85714285714283,2020-12-17
623.0,575.2857142857143,2020-12-18
1362.0,763.4285714285714,2020-12-19
1276.0,888.1428571428571,2020-12-20
766.0,1167.0,2020-12-21
1317.0,1078.0,2020-12-22
873.0,1052.4285714285713,2020-12-23
1952.0,931.0,2020-12-24
0.0,873.0,2020-12-25
1183.0,866.2857142857143,2020-12-26
426.0,1021.1428571428571,2020-12-27
360.0,1041.4285714285713,2020-12-28
1270.0,1041.4285714285713,2020-12-29
1957.0,1264.857142857143,2020-12-30
2094.0,1288.5714285714287,2020-12-31
0.0,1301.4285714285713,2021-01-01
2747.0,1302.0,2021-01-02
592.0,1305.142857142857,2021-01-03
450.0,1376.5714285714287,2021-01-04
1274.0,1773.4285714285713,2021-01-05
1979.0,1939.0,2021-01-06
2594.0,2233.714285714286,2021-01-07
2778.0,2324.714285714286,2021-01-08
3906.0,2578.285714285714,2021-01-09
2655.0,2826.4285714285716,2021-01-10
1087.0,3041.0,2021-01-11
3049.0,3291.285714285714,2021-01-12
3716.0,3724.285714285714,2021-01-13
4096.0,3721.4285714285716,2021-01-14
4530.0,3566.1428571428573,2021-01-15
6937.0,3130.5714285714284,2021-01-16
2635.0,3827.285714285714,2021-01-17
0.0,3786.5714285714284,2021-01-18
0.0,3792.5714285714284,2021-01-19
8593.0,3472.1428571428573,2021-01-20
3811.0,3729.5714285714284,2021-01-21
4572.0,4323.0,2021-01-22
4694.0,4682.428571428572,2021-01-23
4437.0,3928.285714285714,2021-01-24
4154.0,4214.857142857143,2021-01-25
2516.0,4369.0,2021-01-26
3314.0,4556.714285714285,2021-01-27
5817.0,4782.714285714285,2021-01-28
5651.0,4690.142857142857,2021-01-29
6008.0,4656.571428571428,2021-01-30
6019.0,5001.857142857143,2021-01-31
3506.0,5283.142857142857,2021-02-01
2281.0,5890.714285714285,2021-02-02
5731.0,7442.0,2021-02-03
7786.0,7975.571428571428,2021-02-04
9904.0,8841.857142857143,2021-02-05
16867.0,9916.142857142857,2021-02-06
9754.0,9559.57142857143,2021-02-07
9570.0,9383.42857142857,2021-02-08
9801.0,9209.142857142857,2021-02-09
3235.0,8207.857142857143,2021-02-10
6553.0,9335.57142857143,2021-02-11
8684.0,8072.142857142857,2021-02-12
9858.0,6672.0,2021-02-13
17648.0,9257.0,2021-02-14
726.0,9255.714285714286,2021-02-15
0.0,9201.57142857143,2021-02-16
21330.0,11532.285714285714,2021-02-17
6544.0,10271.0,2021-02-18
8305.0,12005.857142857143,2021-02-19
26173.0,14021.285714285714,2021-02-20
8819.0,10974.142857142857,2021-02-21
12870.0,10909.285714285714,2021-02-22
14108.0,11216.142857142857,2021-02-23
0.0,8923.714285714286,2021-02-24
6090.0,9276.42857142857,2021-02-25
10453.0,9433.42857142857,2021-02-26
10126.0,9115.142857142857,2021-02-27
11288.0,9885.285714285714,2021-02-28
13969.0,10346.0,2021-03-01
11880.0,10172.714285714286,2021-03-02
5391.0,10768.285714285714,2021-03-03
9315.0,11290.42857142857,2021-03-04
9240.0,12843.285714285714,2021-03-05
14295.0,12138.57142857143,2021-03-06
14943.0,11368.42857142857,2021-03-07
