doses_admin_daily,7_day_avg,date
0.0,0.0,2020-12-10
0.0,0.0,2020-12-11
0.0,0.0,2020-12-12
0.0,1.8571428571428572,2020-12-13
0.0,51.857142857142854,2020-12-14
0.0,269.7142857142857,2020-12-15
13.0,425.7142857142857,2020-12-16
350.0,428.2857142857143,2020-12-17
1525.0,616.0,2020-12-18
1092.0,730.0,2020-12-19
18.0,983.7142857142857,2020-12-20
1314.0,995.0,2020-12-21
798.0,777.1428571428571,2020-12-22
1789.0,682.8571428571429,2020-12-23
429.0,681.1428571428571,2020-12-24
0.0,632.8571428571429,2020-12-25
432.0,734.4285714285714,2020-12-26
6.0,709.8571428571429,2020-12-27
976.0,895.8571428571429,2020-12-28
1509.0,897.2857142857143,2020-12-29
1617.0,916.1428571428571,2020-12-30
1731.0,915.2857142857143,2020-12-31
10.0,775.8571428571429,2021-01-01
564.0,731.0,2021-01-02
0.0,729.1428571428571,2021-01-03
0.0,720.1428571428571,2021-01-04
1195.0,1159.0,2021-01-05
1604.0,1369.4285714285713,2021-01-06
1668.0,1757.4285714285713,2021-01-07
3082.0,1757.4285714285713,2021-01-08
2037.0,1836.5714285714287,2021-01-09
2716.0,1989.7142857142858,2021-01-10
0.0,2164.4285714285716,2021-01-11
1749.0,2117.1428571428573,2021-01-12
2676.0,2114.1428571428573,2021-01-13
2891.0,2106.0,2021-01-14
2751.0,2356.5714285714284,2021-01-15
2016.0,2106.714285714286,2021-01-16
2659.0,2164.1428571428573,2021-01-17
1754.0,2284.285714285714,2021-01-18
0.0,2589.4285714285716,2021-01-19
3078.0,2301.4285714285716,2021-01-20
3732.0,3340.1428571428573,2021-01-21
4887.0,3487.4285714285716,2021-01-22
0.0,3704.5714285714284,2021-01-23
9930.0,4540.428571428572,2021-01-24
2785.0,4689.428571428572,2021-01-25
1520.0,4678.714285714285,2021-01-26
8929.0,5398.857142857143,2021-01-27
4775.0,5141.142857142857,2021-01-28
4812.0,5111.857142857143,2021-01-29
5041.0,4970.857142857143,2021-01-30
8126.0,4239.0,2021-01-31
2580.0,4001.1428571428573,2021-02-01
533.0,3725.8571428571427,2021-02-02
3806.0,3587.1428571428573,2021-02-03
3110.0,3582.5714285714284,2021-02-04
2885.0,3214.0,2021-02-05
4070.0,3265.5714285714284,2021-02-06
8094.0,2846.5714285714284,2021-02-07
0.0,2772.714285714286,2021-02-08
894.0,2825.4285714285716,2021-02-09
873.0,2704.1428571428573,2021-02-10
2593.0,2335.285714285714,2021-02-11
3254.0,3439.1428571428573,2021-02-12
3221.0,3584.1428571428573,2021-02-13
5512.0,3851.4285714285716,2021-02-14
7727.0,4202.428571428572,2021-02-15
1909.0,4449.714285714285,2021-02-16
2744.0,5530.571428571428,2021-02-17
5050.0,5499.571428571428,2021-02-18
4985.0,4444.285714285715,2021-02-19
10787.0,4982.857142857143,2021-02-20
5295.0,4590.857142857143,2021-02-21
340.0,4329.0,2021-02-22
5679.0,4510.142857142857,2021-02-23
0.0,4154.857142857143,2021-02-24
3217.0,4591.285714285715,2021-02-25
6253.0,5481.714285714285,2021-02-26
8300.0,5536.428571428572,2021-02-27
8350.0,5925.428571428572,2021-02-28
6573.0,6833.285714285715,2021-03-01
6062.0,7157.857142857143,2021-03-02
2723.0,7235.285714285715,2021-03-03
9572.0,7408.857142857143,2021-03-04
8525.0,8766.0,2021-03-05
8842.0,8532.42857142857,2021-03-06
