doses_admin_daily,7_day_avg,date
0.0,0.0,2020-12-10
0.0,0.0,2020-12-11
0.0,0.0,2020-12-12
0.0,372.0,2020-12-13
0.0,1866.142857142857,2020-12-14
0.0,3758.714285714286,2020-12-15
2604.0,5876.571428571428,2020-12-16
10459.0,6511.285714285715,2020-12-17
13248.0,6908.571428571428,2020-12-18
14825.0,8984.714285714286,2020-12-19
4443.0,11201.0,2020-12-20
2781.0,13191.285714285714,2020-12-21
14533.0,12762.42857142857,2020-12-22
18118.0,10693.0,2020-12-23
24391.0,11901.857142857143,2020-12-24
10246.0,12035.285714285714,2020-12-25
339.0,13411.714285714286,2020-12-26
12905.0,15265.285714285714,2020-12-27
3715.0,17906.714285714286,2020-12-28
24168.0,19141.85714285714,2020-12-29
31093.0,19225.714285714286,2020-12-30
42881.0,18126.85714285714,2020-12-31
18892.0,18288.571428571428,2021-01-01
926.0,19281.0,2021-01-02
5213.0,21011.571428571428,2021-01-03
4847.0,24006.714285714286,2021-01-04
31115.0,31163.85714285714,2021-01-05
43207.0,42794.57142857143,2021-01-06
63847.0,48703.857142857145,2021-01-07
68992.0,52469.857142857145,2021-01-08
82341.0,58259.57142857143,2021-01-09
46578.0,61950.28571428572,2021-01-10
31209.0,64004.42857142857,2021-01-11
71643.0,65864.71428571429,2021-01-12
69042.0,67792.42857142857,2021-01-13
78226.0,71828.57142857143,2021-01-14
82014.0,71015.57142857143,2021-01-15
95835.0,60780.857142857145,2021-01-16
74831.0,56832.71428571428,2021-01-17
25518.0,55248.42857142857,2021-01-18
0.0,54016.28571428572,2021-01-19
41405.0,52063.57142857143,2021-01-20
67136.0,54298.142857142855,2021-01-21
73389.0,58537.57142857143,2021-01-22
82166.0,62904.28571428572,2021-01-23
90473.0,65137.57142857143,2021-01-24
55194.0,66322.14285714286,2021-01-25
30567.0,72499.85714285714,2021-01-26
57038.0,70013.57142857143,2021-01-27
75428.0,66932.28571428571,2021-01-28
116633.0,65522.28571428572,2021-01-29
64762.0,67236.42857142857,2021-01-30
68904.0,71078.14285714286,2021-01-31
45324.0,73113.14285714286,2021-02-01
42566.0,72354.85714285714,2021-02-02
83930.0,81352.42857142857,2021-02-03
89673.0,90146.71428571429,2021-02-04
111325.0,95474.85714285714,2021-02-05
127745.0,96302.57142857143,2021-02-06
130464.0,99074.28571428571,2021-02-07
82621.0,103468.42857142857,2021-02-08
48360.0,105240.85714285714,2021-02-09
103332.0,109619.0,2021-02-10
120432.0,110322.14285714286,2021-02-11
123732.0,115151.42857142857,2021-02-12
158392.0,111498.85714285714,2021-02-13
135386.0,112215.42857142857,2021-02-14
116426.0,109807.0,2021-02-15
22792.0,108796.0,2021-02-16
108348.0,140343.85714285713,2021-02-17
103573.0,122066.85714285714,2021-02-18
116655.0,131313.57142857142,2021-02-19
379227.0,130765.28571428571,2021-02-20
7447.0,115287.0,2021-02-21
181153.0,114304.71428571429,2021-02-22
18954.0,112282.42857142857,2021-02-23
0.0,72297.0,2021-02-24
96697.0,88065.0,2021-02-25
102499.0,93909.85714285714,2021-02-26
99329.0,91707.85714285714,2021-02-27
117823.0,95983.71428571429,2021-02-28
222067.0,94949.14285714286,2021-03-01
3540.0,101285.57142857143,2021-03-02
29931.0,106303.28571428571,2021-03-03
89455.0,123714.85714285714,2021-03-04
146854.0,122915.28571428571,2021-03-05
134453.0,130494.42857142857,2021-03-06
