doses_admin_daily,7_day_avg,date
0.0,0.0,2020-12-10
0.0,0.0,2020-12-11
0.0,0.0,2020-12-12
0.0,0.0,2020-12-13
0.0,0.0,2020-12-14
0.0,0.0,2020-12-15
0.0,0.0,2020-12-16
0.0,1488.0,2020-12-17
0.0,3115.8571428571427,2020-12-18
0.0,3791.8571428571427,2020-12-19
10416.0,4518.0,2020-12-20
11395.0,6236.428571428572,2020-12-21
4732.0,7292.428571428572,2020-12-22
5083.0,7301.428571428572,2020-12-23
12029.0,6106.142857142857,2020-12-24
7392.0,4478.285714285715,2020-12-25
63.0,5028.714285714285,2020-12-26
2049.0,5513.285714285715,2020-12-27
0.0,5502.714285714285,2020-12-28
8585.0,5845.142857142857,2020-12-29
8475.0,6087.0,2020-12-30
11955.0,6628.142857142857,2020-12-31
9789.0,6916.857142857143,2021-01-01
1756.0,5690.428571428572,2021-01-02
5837.0,6440.428571428572,2021-01-03
2021.0,7123.285714285715,2021-01-04
0.0,9463.714285714286,2021-01-05
13725.0,13576.42857142857,2021-01-06
16735.0,15081.57142857143,2021-01-07
26172.0,15684.0,2021-01-08
30545.0,17866.571428571428,2021-01-09
16373.0,17999.571428571428,2021-01-10
6238.0,18091.428571428572,2021-01-11
15278.0,16768.85714285714,2021-01-12
14656.0,15366.285714285714,2021-01-13
17378.0,15112.42857142857,2021-01-14
16914.0,15006.42857142857,2021-01-15
20727.0,12823.857142857143,2021-01-16
14596.0,12166.0,2021-01-17
5496.0,11740.57142857143,2021-01-18
0.0,12497.285714285714,2021-01-19
10051.0,13636.42857142857,2021-01-20
14400.0,15551.57142857143,2021-01-21
22211.0,16674.0,2021-01-22
28701.0,18078.285714285714,2021-01-23
28002.0,18992.0,2021-01-24
13353.0,19886.285714285714,2021-01-25
9830.0,20622.285714285714,2021-01-26
16447.0,19838.285714285714,2021-01-27
20660.0,19084.428571428572,2021-01-28
27363.0,20110.571428571428,2021-01-29
23213.0,20355.714285714286,2021-01-30
22725.0,20252.285714285714,2021-01-31
20536.0,20404.14285714286,2021-02-01
11546.0,19739.14285714286,2021-02-02
15723.0,21310.428571428572,2021-02-03
21723.0,22903.14285714286,2021-02-04
22708.0,23118.571428571428,2021-02-05
34212.0,22264.714285714286,2021-02-06
33874.0,24219.571428571428,2021-02-07
22044.0,25110.428571428572,2021-02-08
5569.0,26071.285714285714,2021-02-09
29407.0,27023.85714285714,2021-02-10
27959.0,28030.85714285714,2021-02-11
29434.0,31765.714285714286,2021-02-12
40880.0,34605.42857142857,2021-02-13
40923.0,33748.71428571428,2021-02-14
48188.0,33743.42857142857,2021-02-15
25447.0,34726.28571428572,2021-02-16
23410.0,35906.28571428572,2021-02-17
27922.0,35124.0,2021-02-18
36314.0,33135.142857142855,2021-02-19
49140.0,33972.0,2021-02-20
35447.0,30627.714285714286,2021-02-21
34266.0,31615.428571428572,2021-02-22
31305.0,30132.571428571428,2021-02-23
0.0,27247.85714285714,2021-02-24
34836.0,24861.714285714286,2021-02-25
25934.0,25755.428571428572,2021-02-26
28947.0,25634.85714285714,2021-02-27
18744.0,27912.571428571428,2021-02-28
40522.0,27678.714285714286,2021-03-01
30461.0,28667.714285714286,2021-03-02
15944.0,30335.14285714286,2021-03-03
33199.0,34148.857142857145,2021-03-04
32857.0,36934.857142857145,2021-03-05
40619.0,36309.28571428572,2021-03-06
45440.0,41254.28571428572,2021-03-07
