doses_admin_daily,7_day_avg,date
0.0,0.0,2020-12-10
0.0,0.0,2020-12-11
0.0,0.0,2020-12-12
0.0,0.0,2020-12-13
0.0,0.0,2020-12-14
0.0,0.0,2020-12-15
0.0,0.0,2020-12-16
0.0,0.0,2020-12-17
0.0,825.5714285714286,2020-12-18
0.0,825.5714285714286,2020-12-19
0.0,825.5714285714286,2020-12-20
5779.0,825.5714285714286,2020-12-21
0.0,825.5714285714286,2020-12-22
0.0,825.5714285714286,2020-12-23
0.0,825.5714285714286,2020-12-24
0.0,4073.5714285714284,2020-12-25
0.0,4073.5714285714284,2020-12-26
0.0,4073.5714285714284,2020-12-27
28515.0,6709.428571428572,2020-12-28
0.0,6709.428571428572,2020-12-29
0.0,6709.428571428572,2020-12-30
18451.0,6709.428571428572,2020-12-31
0.0,2635.8571428571427,2021-01-01
0.0,5557.714285714285,2021-01-02
0.0,5557.714285714285,2021-01-03
0.0,2921.8571428571427,2021-01-04
20453.0,6715.285714285715,2021-01-05
0.0,6715.285714285715,2021-01-06
0.0,6715.285714285715,2021-01-07
26554.0,6715.285714285715,2021-01-08
0.0,9410.714285714286,2021-01-09
0.0,9410.714285714286,2021-01-10
0.0,13693.57142857143,2021-01-11
39321.0,9900.142857142857,2021-01-12
0.0,9900.142857142857,2021-01-13
29980.0,9900.142857142857,2021-01-14
0.0,9900.142857142857,2021-01-15
0.0,4282.857142857143,2021-01-16
0.0,12638.42857142857,2021-01-17
0.0,10300.714285714286,2021-01-18
0.0,13381.714285714286,2021-01-19
58489.0,16629.285714285714,2021-01-20
13616.0,19394.428571428572,2021-01-21
21567.0,21528.85714285714,2021-01-22
22733.0,22889.85714285714,2021-01-23
19356.0,16159.857142857143,2021-01-24
14941.0,16835.85714285714,2021-01-25
9527.0,16636.14285714286,2021-01-26
11379.0,16561.428571428572,2021-01-27
18348.0,16342.142857142857,2021-01-28
20169.0,16443.571428571428,2021-01-29
22210.0,16855.571428571428,2021-01-30
17821.0,16206.714285714286,2021-01-31
15651.0,14859.57142857143,2021-02-01
12411.0,14380.857142857143,2021-02-02
6837.0,14139.57142857143,2021-02-03
8918.0,14029.857142857143,2021-02-04
16818.0,13871.285714285714,2021-02-05
20521.0,13308.714285714286,2021-02-06
17053.0,14033.142857142857,2021-02-07
14541.0,15677.42857142857,2021-02-08
8473.0,16917.571428571428,2021-02-09
11908.0,17761.571428571428,2021-02-10
20428.0,19338.0,2021-02-11
25499.0,20109.0,2021-02-12
26429.0,18898.571428571428,2021-02-13
28088.0,22402.85714285714,2021-02-14
19938.0,23348.714285714286,2021-02-15
0.0,23847.714285714286,2021-02-16
36438.0,27991.0,2021-02-17
27049.0,27579.14285714286,2021-02-18
28992.0,26547.14285714286,2021-02-19
55432.0,31168.285714285714,2021-02-20
25205.0,25962.85714285714,2021-02-21
12714.0,24834.571428571428,2021-02-22
32348.0,22680.428571428572,2021-02-23
0.0,18791.14285714286,2021-02-24
19151.0,18913.0,2021-02-25
13913.0,20561.85714285714,2021-02-26
28207.0,19774.714285714286,2021-02-27
26058.0,21038.85714285714,2021-02-28
24256.0,21334.571428571428,2021-03-01
26838.0,23052.428571428572,2021-03-02
8849.0,23909.14285714286,2021-03-03
21221.0,25271.85714285714,2021-03-04
25938.0,32056.85714285714,2021-03-05
34204.0,28222.85714285714,2021-03-06
35597.0,29361.85714285714,2021-03-07
