doses_admin_daily,7_day_avg,date
0.0,0.0,2020-12-10
0.0,0.0,2020-12-11
0.0,0.0,2020-12-12
0.0,0.0,2020-12-13
0.0,0.0,2020-12-14
0.0,0.0,2020-12-15
0.0,669.0,2020-12-16
0.0,685.1428571428571,2020-12-17
0.0,857.2857142857143,2020-12-18
4683.0,904.1428571428571,2020-12-19
113.0,983.2857142857143,2020-12-20
1205.0,1179.2857142857142,2020-12-21
328.0,1627.857142857143,2020-12-22
554.0,1073.142857142857,2020-12-23
1372.0,1212.5714285714287,2020-12-24
3140.0,1187.7142857142858,2020-12-25
800.0,1588.0,2020-12-26
1089.0,1440.7142857142858,2020-12-27
1031.0,1624.857142857143,2020-12-28
3130.0,1176.2857142857142,2020-12-29
-477.0,1814.142857142857,2020-12-30
2661.0,1724.4285714285713,2020-12-31
0.0,1583.2857142857142,2021-01-01
5265.0,1374.4285714285713,2021-01-02
461.0,1826.2857142857142,2021-01-03
43.0,1749.2857142857142,2021-01-04
1668.0,2249.4285714285716,2021-01-05
2686.0,1982.142857142857,2021-01-06
2122.0,2457.5714285714284,2021-01-07
3501.0,3044.5714285714284,2021-01-08
3394.0,2873.8571428571427,2021-01-09
3789.0,2777.8571428571427,2021-01-10
4152.0,2985.0,2021-01-11
473.0,2887.5714285714284,2021-01-12
2014.0,2178.1428571428573,2021-01-13
3572.0,1793.142857142857,2021-01-14
2819.0,1270.857142857143,2021-01-15
-1572.0,1773.5714285714287,2021-01-16
1094.0,1686.5714285714287,2021-01-17
496.0,1584.7142857142858,2021-01-18
3992.0,1934.2857142857142,2021-01-19
1405.0,3095.5714285714284,2021-01-20
2859.0,3402.285714285714,2021-01-21
5266.0,3627.285714285714,2021-01-22
6557.0,3101.4285714285716,2021-01-23
3241.0,3495.4285714285716,2021-01-24
2071.0,3771.285714285714,2021-01-25
311.0,3798.285714285714,2021-01-26
4163.0,3663.8571428571427,2021-01-27
4790.0,3645.714285714286,2021-01-28
5455.0,3596.1428571428573,2021-01-29
5616.0,3597.285714285714,2021-01-30
3114.0,3425.8571428571427,2021-01-31
1724.0,3414.285714285714,2021-02-01
319.0,3480.285714285714,2021-02-02
2963.0,3535.0,2021-02-03
4709.0,3639.714285714286,2021-02-04
5917.0,3626.1428571428573,2021-02-05
5999.0,3603.8571428571427,2021-02-06
3847.0,3638.714285714286,2021-02-07
1629.0,3722.4285714285716,2021-02-08
163.0,3868.1428571428573,2021-02-09
3207.0,3919.1428571428573,2021-02-10
5295.0,4112.0,2021-02-11
6937.0,3879.285714285714,2021-02-12
6356.0,4236.285714285715,2021-02-13
5197.0,4203.857142857143,2021-02-14
0.0,4206.0,2021-02-15
2662.0,9932.57142857143,2021-02-16
2980.0,10117.42857142857,2021-02-17
5310.0,10357.42857142857,2021-02-18
47023.0,10820.142857142857,2021-02-19
7650.0,10620.714285714286,2021-02-20
6877.0,10977.857142857143,2021-02-21
3239.0,11291.57142857143,2021-02-22
1266.0,5907.857142857143,2021-02-23
5480.0,6205.857142857143,2021-02-24
7506.0,6508.571428571428,2021-02-25
9337.0,6587.285714285715,2021-02-26
9736.0,6477.857142857143,2021-02-27
8996.0,6421.0,2021-02-28
3790.0,6364.142857142857,2021-03-01
500.0,6404.142857142857,2021-03-02
5082.0,6469.714285714285,2021-03-03
7108.0,6382.0,2021-03-04
9617.0,6313.857142857143,2021-03-05
